msc_a,title_a,msc_b,title_b,direct_link,reference_overlap,text_similarity,connection_score
2582,Remove `mimetype` from `EncryptedFile` object,4010,MSC4010: Push rules and account data,0.0,0.0,0.064,0.019
2582,Remove `mimetype` from `EncryptedFile` object,4025,MSC4025: Local user erasure requests,0.0,0.0,0.064,0.019
2582,Remove `mimetype` from `EncryptedFile` object,4132,MSC4132: Deprecate Linking to an Event Against a Room Alias.,0.0,0.0,0.064,0.019
2582,Remove `mimetype` from `EncryptedFile` object,4189,MSC4189: Allowing guests to access uploaded media,0.0,0.0,0.063,0.019
2582,Remove `mimetype` from `EncryptedFile` object,4260,MSC4260: Reporting users (Client-Server API),0.0,0.0,0.062,0.019
2604,Parameters for Login Fallback,2630,MSC2630: Checking public keys in SAS verification,0.0,0.0,0.064,0.019
2604,Parameters for Login Fallback,3783,MSC3783: Fixed base64 for SAS verification,0.0,0.0,0.063,0.019
2604,Parameters for Login Fallback,3818,MSC3818: Copy room type on upgrade,0.0,0.0,0.062,0.019
2604,Parameters for Login Fallback,3925,MSC3925: m.replace aggregation with full event,0.0,0.0,0.065,0.019
2604,Parameters for Login Fallback,4170,MSC4170: 403 error responses for profile APIs,0.0,0.0,0.063,0.019
2604,Parameters for Login Fallback,4304,MSC4304: Room Version 12,0.0,0.0,0.064,0.019
2604,Parameters for Login Fallback,4436,MSC4436: Make server ACLs case insensitive,0.0,0.0,0.063,0.019
2610,MSC2610: Remove `m.login.oauth2` User-Interactive Authentication type from the specification,2666,MSC2666: Get rooms in common with another user,0.0,0.0,0.064,0.019
2610,MSC2610: Remove `m.login.oauth2` User-Interactive Authentication type from the specification,3122,MSC3122: Deprecate starting key verifications without requesting first,0.0,0.0,0.062,0.019
2610,MSC2610: Remove `m.login.oauth2` User-Interactive Authentication type from the specification,3666,MSC3666: Bundled aggregations for server side search,0.0,0.0,0.063,0.019
2610,MSC2610: Remove `m.login.oauth2` User-Interactive Authentication type from the specification,3823,MSC3823: Account Suspension,0.0,0.0,0.062,0.019
2610,MSC2610: Remove `m.login.oauth2` User-Interactive Authentication type from the specification,3856,MSC3856: Threads List API,0.0,0.0,0.065,0.019
2610,MSC2610: Remove `m.login.oauth2` User-Interactive Authentication type from the specification,4151,MSC4151: Reporting rooms (Client-Server API),0.0,0.0,0.065,0.019
2610,MSC2610: Remove `m.login.oauth2` User-Interactive Authentication type from the specification,4169,MSC4169: Backwards-compatible redaction sending using `/send`,0.0,0.0,0.065,0.019
2610,MSC2610: Remove `m.login.oauth2` User-Interactive Authentication type from the specification,4307,MSC4307: Validate that `auth_events` are in the correct room,0.0,0.0,0.064,0.019
2610,MSC2610: Remove `m.login.oauth2` User-Interactive Authentication type from the specification,4381,MSC4381: Remove plaintext sender key,0.0,0.0,0.063,0.019
2610,MSC2610: Remove `m.login.oauth2` User-Interactive Authentication type from the specification,4436,MSC4436: Make server ACLs case insensitive,0.0,0.0,0.064,0.019
2611,MSC2611: Remove `m.login.token` User-Interactive Authentication type from the specification,3083,Restricting room membership based on membership in other rooms,0.0,0.0,0.063,0.019
2611,MSC2611: Remove `m.login.token` User-Interactive Authentication type from the specification,3589,MSC3589: Room version 9 as a default,0.0,0.0,0.064,0.019
2611,MSC2611: Remove `m.login.token` User-Interactive Authentication type from the specification,3943,MSC3943: Partial joins to nameless rooms should include heroes' memberships.,0.0,0.0,0.063,0.019
2630,MSC2630: Checking public keys in SAS verification,3030,MSC3030: Jump to date API endpoint,0.0,0.0,0.062,0.019
2630,MSC2630: Checking public keys in SAS verification,3882,MSC3882: Allow an existing session to sign in a new session,0.0,0.0,0.063,0.019
2659,MSC2659: Application service ping endpoint,2689,MSC2689: Allow guests to operate in encrypted rooms,0.0,0.0,0.064,0.019
2659,MSC2659: Application service ping endpoint,4026,MSC4026: Allow /versions to optionally accept authentication,0.0,0.0,0.064,0.019
2659,MSC2659: Application service ping endpoint,4040,MSC4040: Update SRV service name to IANA registration,0.0,0.0,0.063,0.019
2659,MSC2659: Application service ping endpoint,4115,MSC4115: membership metadata on events,0.0,0.0,0.064,0.019
2659,MSC2659: Application service ping endpoint,4170,MSC4170: 403 error responses for profile APIs,0.0,0.0,0.063,0.019
2659,MSC2659: Application service ping endpoint,4380,MSC4380: Invite blocking,0.0,0.0,0.064,0.019
2663,MSC2663: Errors for dealing with non-existent push rules,2713,MSC2713: Remove deprecated Identity Service endpoints,0.0,0.0,0.062,0.019
2663,MSC2663: Errors for dealing with non-existent push rules,2758,MSC2758: Common grammar for textual identifiers,0.0,0.0,0.064,0.019
2663,MSC2663: Errors for dealing with non-existent push rules,2801,MSC2801: Make it explicit that event bodies are untrusted data,0.0,0.0,0.065,0.019
2663,MSC2663: Errors for dealing with non-existent push rules,3266,MSC3266: Room Summary API,0.0,0.0,0.062,0.019
2663,MSC2663: Errors for dealing with non-existent push rules,3567,MSC3567: Allow requesting events from the start/end of the room history,0.0,0.0,0.064,0.019
2674,MSC2674: Event relationships,2918,MSC2918: Refresh tokens,0.0,0.0,0.062,0.019
2675,MSC2675: Serverside aggregations of message relationships,2998,MSC2998: Room Version 7,0.0,0.0,0.063,0.019
2675,MSC2675: Serverside aggregations of message relationships,3122,MSC3122: Deprecate starting key verifications without requesting first,0.0,0.0,0.065,0.019
2675,MSC2675: Serverside aggregations of message relationships,3589,MSC3589: Room version 9 as a default,0.0,0.0,0.064,0.019
2675,MSC2675: Serverside aggregations of message relationships,3844,"MSC3844: Remove ""Mjolnir"" (policy room) sharing mechanism",0.0,0.0,0.065,0.019
2675,MSC2675: Serverside aggregations of message relationships,4040,MSC4040: Update SRV service name to IANA registration,0.0,0.0,0.063,0.019
2676,MSC2676: Message editing,2918,MSC2918: Refresh tokens,0.0,0.0,0.063,0.019
2676,MSC2676: Message editing,4041,MSC4041: Use http header Retry-After to enable library-assisted retry handling,0.0,0.0,0.065,0.019
2677,MSC2677: Annotations and Reactions,3967,MSC3967: Do not require UIA when first uploading cross signing keys,0.0,0.0,0.063,0.019
2677,MSC2677: Annotations and Reactions,4163,MSC4163: Make ACLs apply to EDUs,0.0,0.0,0.063,0.019
2677,MSC2677: Annotations and Reactions,4323,MSC4323: User suspension & locking endpoints,0.0,0.0,0.062,0.019
2689,MSC2689: Allow guests to operate in encrypted rooms,3288,MSC3288: Add room type to `/_matrix/identity/v2/store-invite` API,0.0,0.0,0.062,0.019
2689,MSC2689: Allow guests to operate in encrypted rooms,3743,MSC3743: Standardized error response for unknown endpoints,0.0,0.0,0.063,0.019
2689,MSC2689: Allow guests to operate in encrypted rooms,3930,MSC3930: Polls push rules/notifications,0.0,0.0,0.063,0.019
2689,MSC2689: Allow guests to operate in encrypted rooms,3981,MSC3981: `/relations` recursion,0.0,0.0,0.065,0.019
2689,MSC2689: Allow guests to operate in encrypted rooms,4170,MSC4170: 403 error responses for profile APIs,0.0,0.0,0.063,0.019
2689,MSC2689: Allow guests to operate in encrypted rooms,4183,MSC4183: Additional Error Codes for submitToken endpoints,0.0,0.0,0.062,0.019
2689,MSC2689: Allow guests to operate in encrypted rooms,4254,MSC4254: Usage of [RFC7009] Token Revocation for Matrix client logout,0.0,0.0,0.064,0.019
2701,MSC2701: Media and the `Content-Type` relationship,2918,MSC2918: Refresh tokens,0.0,0.0,0.062,0.019
2701,MSC2701: Media and the `Content-Type` relationship,3667,MSC3667: Enforce integer power levels,0.0,0.0,0.064,0.019
2702,MSC2702: `Content-Disposition` usage in the media repo,4026,MSC4026: Allow /versions to optionally accept authentication,0.0,0.0,0.065,0.019
2705,MSC2705: Animated thumbnails,3550,MSC3550: Add HTTP 403 to possible profile lookup responses,0.0,0.0,0.063,0.019
2705,MSC2705: Animated thumbnails,3818,MSC3818: Copy room type on upgrade,0.0,0.0,0.065,0.019
2705,MSC2705: Animated thumbnails,4133,MSC4133: Extending User Profile API with Custom Key:Value Pairs,0.0,0.0,0.062,0.019
2713,MSC2713: Remove deprecated Identity Service endpoints,3122,MSC3122: Deprecate starting key verifications without requesting first,0.0,0.0,0.064,0.019
2713,MSC2713: Remove deprecated Identity Service endpoints,3266,MSC3266: Room Summary API,0.0,0.0,0.062,0.019
2713,MSC2713: Remove deprecated Identity Service endpoints,4115,MSC4115: membership metadata on events,0.0,0.0,0.064,0.019
2713,MSC2713: Remove deprecated Identity Service endpoints,4133,MSC4133: Extending User Profile API with Custom Key:Value Pairs,0.0,0.0,0.063,0.019
2713,MSC2713: Remove deprecated Identity Service endpoints,4376,MSC4376: Remove /v1/send_join and /v1/send_leave,0.0,0.0,0.062,0.019
2732,MSC2732: Olm fallback keys,2746,MSC2746: Improved Signalling for 1:1 VoIP,0.0,0.0,0.063,0.019
2732,MSC2732: Olm fallback keys,3550,MSC3550: Add HTTP 403 to possible profile lookup responses,0.0,0.0,0.063,0.019
2732,MSC2732: Olm fallback keys,3567,MSC3567: Allow requesting events from the start/end of the room history,0.0,0.0,0.065,0.019
2732,MSC2732: Olm fallback keys,3821,"MSC3821: Update redaction rules, again",0.0,0.0,0.062,0.019
2732,MSC2732: Olm fallback keys,4289,MSC4289: Explicitly privilege room creators,0.0,0.0,0.063,0.019
2732,MSC2732: Olm fallback keys,4311,MSC4311: Ensuring the create event is available on invites,0.0,0.0,0.064,0.019
2746,MSC2746: Improved Signalling for 1:1 VoIP,4356,MSC4356: Recently used emoji,0.0,0.0,0.062,0.019
2746,MSC2746: Improved Signalling for 1:1 VoIP,4436,MSC4436: Make server ACLs case insensitive,0.0,0.0,0.064,0.019
2758,MSC2758: Common grammar for textual identifiers,3905,MSC3905: Application services should only be interested in local users,0.0,0.0,0.062,0.019
2758,MSC2758: Common grammar for textual identifiers,4222,MSC4222: Adding `state_after` to `/sync`,0.0,0.0,0.062,0.019
2765,MSC2765: Widget avatars,4291,MSC4291: Room IDs as hashes of the create event,0.0,0.0,0.063,0.019
2774,MSC2774: Giving widgets their ID so they can communicate,2781,MSC2781: Remove reply fallbacks from the specification,0.0,0.0,0.063,0.019
2774,MSC2774: Giving widgets their ID so they can communicate,2801,MSC2801: Make it explicit that event bodies are untrusted data,0.0,0.0,0.063,0.019
2774,MSC2774: Giving widgets their ID so they can communicate,3604,MSC3604: Room Version 10,0.0,0.0,0.065,0.019
2774,MSC2774: Giving widgets their ID so they can communicate,3952,MSC3952: Intentional Mentions,0.0,0.0,0.063,0.019
2774,MSC2774: Giving widgets their ID so they can communicate,4151,MSC4151: Reporting rooms (Client-Server API),0.0,0.0,0.062,0.019
2774,MSC2774: Giving widgets their ID so they can communicate,4304,MSC4304: Room Version 12,0.0,0.0,0.062,0.019
2778,MSC2778: Providing authentication method for appservice users,3589,MSC3589: Room version 9 as a default,0.0,0.0,0.064,0.019
2778,MSC2778: Providing authentication method for appservice users,3676,MSC3676: Transitioning away from reply fallbacks.,0.0,0.0,0.064,0.019
2778,MSC2778: Providing authentication method for appservice users,3758,MSC3758: Add `event_property_is` push rule condition kind,0.0,0.0,0.064,0.019
2778,MSC2778: Providing authentication method for appservice users,3958,MSC3958: Suppress notifications from message edits,0.0,0.0,0.063,0.019
2778,MSC2778: Providing authentication method for appservice users,4313,MSC4313: Require HTML `<ol>` `start` Attribute support,0.0,0.0,0.062,0.019
2778,MSC2778: Providing authentication method for appservice users,4381,MSC4381: Remove plaintext sender key,0.0,0.0,0.063,0.019
2781,MSC2781: Remove reply fallbacks from the specification,3715,MSC3715: Add a pagination direction parameter to `/relations`,0.0,0.0,0.065,0.019
2781,MSC2781: Remove reply fallbacks from the specification,4026,MSC4026: Allow /versions to optionally accept authentication,0.0,0.0,0.062,0.019
2788,MSC2788: Room version 6 as a default,3316,Proposal to add timestamp massaging to the spec,0.0,0.0,0.064,0.019
2801,MSC2801: Make it explicit that event bodies are untrusted data,4175,MSC4175: Profile field for user time zone,0.0,0.0,0.063,0.019
2832,MSC2832: Homeserver -> Application Service authorization header,3083,Restricting room membership based on membership in other rooms,0.0,0.0,0.064,0.019
2832,MSC2832: Homeserver -> Application Service authorization header,3288,MSC3288: Add room type to `/_matrix/identity/v2/store-invite` API,0.0,0.0,0.062,0.019
2832,MSC2832: Homeserver -> Application Service authorization header,3550,MSC3550: Add HTTP 403 to possible profile lookup responses,0.0,0.0,0.062,0.019
2832,MSC2832: Homeserver -> Application Service authorization header,3820,MSC3820: Room Version 11,0.0,0.0,0.062,0.019
2832,MSC2832: Homeserver -> Application Service authorization header,3925,MSC3925: m.replace aggregation with full event,0.0,0.0,0.062,0.019
2832,MSC2832: Homeserver -> Application Service authorization header,3958,MSC3958: Suppress notifications from message edits,0.0,0.0,0.063,0.019
2832,MSC2832: Homeserver -> Application Service authorization header,4133,MSC4133: Extending User Profile API with Custom Key:Value Pairs,0.0,0.0,0.063,0.019
2832,MSC2832: Homeserver -> Application Service authorization header,4277,MSC4277: Harmonizing the reporting endpoints,0.0,0.0,0.063,0.019
2832,MSC2832: Homeserver -> Application Service authorization header,4289,MSC4289: Explicitly privilege room creators,0.0,0.0,0.062,0.019
2844,MSC2844: Using a global version number for the entire specification,2964,MSC2964: Usage of OAuth 2.0 authorization code grant and refresh token grant,0.0,0.0,0.063,0.019
2844,MSC2844: Using a global version number for the entire specification,4159,MSC4159: Remove the deprecated name attribute on HTML anchor elements,0.0,0.0,0.062,0.019
2867,MSC2867: Marking rooms as unread,3844,"MSC3844: Remove ""Mjolnir"" (policy room) sharing mechanism",0.0,0.0,0.063,0.019
2867,MSC2867: Marking rooms as unread,3861,"MSC3861: Next-generation auth for Matrix, based on OAuth 2.0/OIDC",0.0,0.0,0.064,0.019
2867,MSC2867: Marking rooms as unread,3925,MSC3925: m.replace aggregation with full event,0.0,0.0,0.064,0.019
2867,MSC2867: Marking rooms as unread,4260,MSC4260: Reporting users (Client-Server API),0.0,0.0,0.062,0.019
2870,MSC2870: Protect server ACLs from redaction,3122,MSC3122: Deprecate starting key verifications without requesting first,0.0,0.0,0.063,0.019
2870,MSC2870: Protect server ACLs from redaction,3231,MSC3231: Token Authenticated Registration,0.0,0.0,0.062,0.019
2870,MSC2870: Protect server ACLs from redaction,3316,Proposal to add timestamp massaging to the spec,0.0,0.0,0.065,0.019
2870,MSC2870: Protect server ACLs from redaction,3743,MSC3743: Standardized error response for unknown endpoints,0.0,0.0,0.063,0.019
2870,MSC2870: Protect server ACLs from redaction,3824,MSC3824: OAuth 2.0 API aware clients,0.0,0.0,0.065,0.019
2870,MSC2870: Protect server ACLs from redaction,4147,MSC4147: Including device keys with Olm-encrypted to-device messages,0.0,0.0,0.064,0.019
2874,MSC2874: Single SSSS,3856,MSC3856: Threads List API,0.0,0.0,0.062,0.019
2874,MSC2874: Single SSSS,3916,"MSC3916: Authentication for media access, and new endpoint names",0.0,0.0,0.065,0.019
2874,MSC2874: Single SSSS,3943,MSC3943: Partial joins to nameless rooms should include heroes' memberships.,0.0,0.0,0.064,0.019
2874,MSC2874: Single SSSS,4151,MSC4151: Reporting rooms (Client-Server API),0.0,0.0,0.062,0.019
2874,MSC2874: Single SSSS,4222,MSC4222: Adding `state_after` to `/sync`,0.0,0.0,0.065,0.019
2918,MSC2918: Refresh tokens,3666,MSC3666: Bundled aggregations for server side search,0.0,0.0,0.063,0.019
